"업소명",업종명,서비스대상구분,외국어안내서비스,소재지도로명주소,소재지지번주소,전화번호,객실수,부대시설,주차장보유여부,결제방법,홈페이지주소,주변관광정보,위도,경도,데이터기준일자
"꿀밤게스트하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 태신로 22,제주특별자치도 서귀포시 남원읍 태신로 22,,2,,,,,,33.2883667,126.7449017,2017-12-15
"스테이 마중",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 태위로151번길 20-21,제주특별자치도 서귀포시 남원읍 태위로151번길 20-21,,1,,,,,,33.2772406,126.6656029,2017-12-15
"쏠레 민박",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 성산등용로 96-1,제주특별자치도 서귀포시 성산읍 성산등용로 96-1,,7,,,,,,33.4701234,126.9301383,2017-12-15
"귤익는 마을",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 신천서로 11,제주특별자치도 서귀포시 성산읍 신천서로 11,,4,,,,,,33.3441038,126.8501683,2017-12-15
"해룡 민박",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 성산중앙로 70-2,제주특별자치도 서귀포시 성산읍 성산중앙로 70-2,,7,,,,,,33.4652184,126.9353558,2017-12-15
"초롱민박",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 한도로242번길 10-19,제주특별자치도 서귀포시 성산읍 한도로242번길 10-19,,5,,,,,,33.4671313,126.931438,2017-12-15
"바닷가 민박",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 신양로122번길 23,제주특별자치도 서귀포시 성산읍 신양로122번길 23,,5,,,,,,33.4354473,126.9211522,2017-12-15
"신양비치민박",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 신양로122번길 26,제주특별자치도 서귀포시 성산읍 신양로122번길 26,,3,,,,,,33.4357864,126.9208512,2017-12-15
"섭지코지 하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 신양로122번길 24,제주특별자치도 서귀포시 성산읍 신양로122번길 24,,6,,,,,,33.4358321,126.921226,2017-12-15
"용궁민박",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 일출로288번길 2-1,제주특별자치도 서귀포시 성산읍 일출로288번길 2-1,,6,,,,,,33.4632393,126.9354585,2017-12-15
"만나민박",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 성산중앙로40번길 14,제주특별자치도 서귀포시 성산읍 성산중앙로40번길 14,,3,,,,,,33.4629013,126.9347408,2017-12-15
"포구 민박",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 환해장성로 497,제주특별자치도 서귀포시 성산읍 환해장성로 497,,5,,,,,,33.4009718,126.9030773,2017-12-15
"해뜨는 성",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 한도로 269,제주특별자치도 서귀포시 성산읍 한도로 269,,7,,,,,,33.4657004,126.9360502,2017-12-15
"해돋는 마을",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 한도로 116-1,제주특별자치도 서귀포시 성산읍 한도로 116-1,,7,,,,,,33.468183,126.9203552,2017-12-15
"해뜨는 집",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 한도로 137,제주특별자치도 서귀포시 성산읍 한도로 137,,6,,,,,,33.4691031,126.9225826,2017-12-15
"호끌락80번지",민박,내국인+외국인,,제주특별자치도 서귀포시 안덕면 사계남로 80,제주특별자치도 서귀포시 안덕면 사계남로 80,,1,,,,,,33.226749,126.2988233,2017-12-15
"제쥬 엔",민박,내국인+외국인,,제주특별자치도 서귀포시 안덕면 소기왓로 41-14,제주특별자치도 서귀포시 안덕면 소기왓로 41-14,,1,,,,,,33.2394722,126.3692407,2017-12-15
"아다지오",민박,내국인+외국인,,제주특별자치도 서귀포시 안덕면 화순해안로 40,제주특별자치도 서귀포시 안덕면 화순해안로 40,,7,,,,,,33.2428528,126.332101,2017-12-15
"금모래민박",민박,내국인+외국인,,제주특별자치도 서귀포시 안덕면 화순중앙로 127,제주특별자치도 서귀포시 안덕면 화순중앙로 127,,4,,,,,,33.2410461,126.3354066,2017-12-15
"랄랄라",민박,내국인+외국인,,제주특별자치도 서귀포시 안덕면 신화역사로 695,제주특별자치도 서귀포시 안덕면 신화역사로 695,,4,,,,,,33.3135971,126.3583177,2017-12-15
"이공일삼",민박,내국인+외국인,,제주특별자치도 서귀포시 안덕면 화순문화로22번길 17,제주특별자치도 서귀포시 안덕면 화순문화로22번길 17,,3,,,,,,33.2548524,126.3251314,2017-12-15
"이안하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 안덕면 화순서서로 430-132,제주특별자치도 서귀포시 안덕면 화순서서로 430-132,,5,,,,,,33.2889507,126.3106739,2017-12-15
"올레풍차",민박,내국인+외국인,,제주특별자치도 서귀포시 안덕면 난드르로36번길 32,제주특별자치도 서귀포시 안덕면 난드르로36번길 32,,2,,,,,,33.2376203,126.3656681,2017-12-15
"모앤힐  Ⅰ",민박,내국인+외국인,,제주특별자치도 서귀포시 안덕면 사계로114번길 54-30,제주특별자치도 서귀포시 안덕면 사계로114번길 54-30,,5,,,,,,33.2408883,126.3029773,2017-12-15
"모앤힐 Ⅱ",민박,내국인+외국인,,제주특별자치도 서귀포시 안덕면 사계북로 157-38,제주특별자치도 서귀포시 안덕면 사계북로 157-38,,5,,,,,,33.2397811,126.3046261,2017-12-15
"펠리체",민박,내국인+외국인,,제주특별자치도 서귀포시 안덕면 사계북로 117,제주특별자치도 서귀포시 안덕면 사계북로 117,,1,,,,,,33.2355381,126.2966466,2017-12-15
"화순탁이네",민박,내국인+외국인,,제주특별자치도 서귀포시 안덕면 화순중앙로124번길 16,제주특별자치도 서귀포시 안덕면 화순중앙로124번길 16,,4,,,,,,33.242006,126.333954,2017-12-15
"어느멋진날",민박,내국인+외국인,,제주특별자치도 서귀포시 안덕면 사계남로 222,제주특별자치도 서귀포시 안덕면 사계남로 222,,3,,,,,,33.2329545,126.3089407,2017-12-15
"윤민박",민박,내국인+외국인,,제주특별자치도 서귀포시 안덕면 화순로 48-14,제주특별자치도 서귀포시 안덕면 화순로 48-14,,2,,,,,,33.2504712,126.3399985,2017-12-15
"미니메리",민박,내국인+외국인,,제주특별자치도 서귀포시 안덕면 난드르로36번길 17,제주특별자치도 서귀포시 안덕면 난드르로36번길 17,,2,,,,,,33.2366705,126.3630305,2017-12-15
"통나무엘린",민박,내국인+외국인,,제주특별자치도 서귀포시 안덕면 광평로 105,제주특별자치도 서귀포시 안덕면 광평로 105,,2,,,,,,33.3325779,126.3761022,2017-12-15
"통나무힐스",민박,내국인+외국인,,제주특별자치도 서귀포시 안덕면 광평로 105,제주특별자치도 서귀포시 안덕면 광평로 105,,1,,,,,,33.3325779,126.3761022,2017-12-15
"엄블랑",민박,내국인+외국인,,제주특별자치도 서귀포시 안덕면 형제해안로 132번길 15-24,제주특별자치도 서귀포시 안덕면 형제해안로 132번길 15-24,,2,,,,,,33.2209569,126.2901532,2017-12-15
"정모네",민박,내국인+외국인,,제주특별자치도 서귀포시 안덕면 평화로319번길 123,제주특별자치도 서귀포시 안덕면 평화로319번길 123,,3,,,,,,33.2787612,126.313722,2017-12-15
"쥬빌리",민박,내국인+외국인,,제주특별자치도 서귀포시 안덕면 소기왓로 84-4,제주특별자치도 서귀포시 안덕면 소기왓로 84-4,,5,,,,,,33.2425219,126.3681743,2017-12-15
"동막골게스트하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 안덕면 서광서문로 55-7,제주특별자치도 서귀포시 안덕면 서광서문로 55-7,,4,,,,,,33.2835677,126.3232054,2017-12-15
"만우민박",민박,내국인+외국인,,제주특별자치도 서귀포시 안덕면 대평로 27,제주특별자치도 서귀포시 안덕면 대평로 27,,2,,,,,,33.2363359,126.364322,2017-12-15
"그림같은 집",민박,내국인+외국인,,제주특별자치도 서귀포시 법환상로22번길 71 (법환동),제주특별자치도 서귀포시 법환상로22번길 71 (법환동),,7,,,,,,33.2467634,126.5174062,2017-12-15
"호도하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 막숙포로 134 (법환동),제주특별자치도 서귀포시 막숙포로 134 (법환동),,7,,,,,,33.2319569,126.5089298,2017-12-15
"스프링힐",민박,내국인+외국인,,제주특별자치도 서귀포시 천제연로 292 (대포동),제주특별자치도 서귀포시 천제연로 292 (대포동),,7,,,,,,33.2509432,126.4374398,2017-12-15
"로즈민박",민박,내국인+외국인,,제주특별자치도 서귀포시 천제연로 292 (대포동),제주특별자치도 서귀포시 천제연로 292 (대포동),,7,,,,,,33.2509432,126.4374398,2017-12-15
"올리브",민박,내국인+외국인,,제주특별자치도 서귀포시 천제연로 292 (대포동),제주특별자치도 서귀포시 천제연로 292 (대포동),,7,,,,,,33.2509432,126.4374398,2017-12-15
"해성민박",민박,내국인+외국인,,제주특별자치도 서귀포시 천제연로 131-8 (중문동),제주특별자치도 서귀포시 천제연로 131-8 (중문동),,7,,,,,,33.2544217,126.4199736,2017-12-15
"시온성하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 색달중앙로 119 (색달동),제주특별자치도 서귀포시 색달중앙로 119 (색달동),,4,,,,,,33.265598,126.4138418,2017-12-15
"다솜민박",민박,내국인+외국인,,제주특별자치도 서귀포시 이어도로 139 (대포동),제주특별자치도 서귀포시 이어도로 139 (대포동),,6,,,,,,33.2406094,126.4370293,2017-12-15
"가자남쪽나라",민박,내국인+외국인,,제주특별자치도 서귀포시 천제연로 135 (중문동),제주특별자치도 서귀포시 천제연로 135 (중문동),,7,,,,,,33.2536928,126.4198000,2017-12-15
"소금막민박",민박,내국인+외국인,,제주특별자치도 서귀포시 쇠소깍로 140 (하효동),제주특별자치도 서귀포시 쇠소깍로 140 (하효동),,3,,,,,,33.2516908,126.6223908,2017-12-15
"아리랑민박",민박,내국인+외국인,,제주특별자치도 서귀포시 예래로 212 (하예동),제주특별자치도 서귀포시 예래로 212 (하예동),,5,,,,,,33.244774,126.3908749,2017-12-15
"포구민박",민박,내국인+외국인,,제주특별자치도 서귀포시 막숙포로 44 (법환동),제주특별자치도 서귀포시 막숙포로 44 (법환동),,4,,,,,,33.237318,126.5152697,2017-12-15
"팜힐",민박,내국인+외국인,,제주특별자치도 서귀포시 예래로 107 (상예동),제주특별자치도 서귀포시 예래로 107 (상예동),,7,,,,,,33.2524249,126.3964014,2017-12-15
"스위트드림빌",민박,내국인+외국인,,제주특별자치도 서귀포시 색달중앙로 80 (색달동),제주특별자치도 서귀포시 색달중앙로 80 (색달동),,7,,,,,,33.2623173,126.4105486,2017-12-15
"보리솔민박",민박,내국인+외국인,,제주특별자치도 서귀포시 예래로 222 (하예동),제주특별자치도 서귀포시 예래로 222 (하예동),,7,,,,,,33.2445569,126.3898456,2017-12-15
"소울",민박,내국인+외국인,,제주특별자치도 서귀포시 예래로 210-6 (상예동),제주특별자치도 서귀포시 예래로 210-6 (상예동),,7,,,,,,33.2452714,126.3912767,2017-12-15
"느영나영민박",민박,내국인+외국인,,제주특별자치도 서귀포시 예래로83번길 16 (상예동),제주특별자치도 서귀포시 예래로83번길 16 (상예동),,7,,,,,,33.2526552,126.3981795,2017-12-15
"유리성콘도텔",민박,내국인+외국인,,제주특별자치도 서귀포시 색달중앙로 79 (색달동),제주특별자치도 서귀포시 색달중앙로 79 (색달동),,7,,,,,,33.2622908,126.4122661,2017-12-15
"늘푸른명조민박",민박,내국인+외국인,,제주특별자치도 서귀포시 일주서로 777 (중문동),제주특별자치도 서귀포시 일주서로 777 (중문동),,5,,,,,,33.2580651,126.4272375,2017-12-15
"오아시스",민박,내국인+외국인,,제주특별자치도 서귀포시 신서귀로 42 (서호동),제주특별자치도 서귀포시 신서귀로 42 (서호동),,4,,,,,,33.2525459,126.5114174,2017-12-15
"하얀도화지",민박,내국인+외국인,,제주특별자치도 서귀포시 하예로44번길 1 (하예동),제주특별자치도 서귀포시 하예로44번길 1 (하예동),,3,,,,,,33.2452784,126.3892422,2017-12-15
"남쪽나라빌",민박,내국인+외국인,,제주특별자치도 서귀포시 천제연로 133-1 (중문동),제주특별자치도 서귀포시 천제연로 133-1 (중문동),,5,,,,,,33.2541121,126.4198762,2017-12-15
"통나무집 포구가는길",민박,내국인+외국인,,제주특별자치도 서귀포시 보목포로 29-6 (보목동),제주특별자치도 서귀포시 보목포로 29-6 (보목동),,3,,,,,,33.2401476,126.606393,2017-12-15
"제주와봄",민박,내국인+외국인,,제주특별자치도 서귀포시 예래로 248(하예동),제주특별자치도 서귀포시 예래로 248(하예동),,2,,,,,,33.2436065,126.3872644,2017-12-15
"제주꿀잠",민박,내국인+외국인,,제주특별자치도 서귀포시 하예하동로 13(하예동) A동,제주특별자치도 서귀포시 하예하동로 13(하예동) A동,,2,,,,,,33.2352551,126.3725128,2017-12-15
"스테이빌",민박,내국인+외국인,,제주특별자치도 서귀포시 태평로92번길 22(호근동) 가동,제주특별자치도 서귀포시 태평로92번길 22(호근동) 가동,,2,,,,,,33.242709,126.529669,2017-12-15
"열아홉",민박,내국인+외국인,,제주특별자치도 서귀포시 하원로19번길 44(하원동),제주특별자치도 서귀포시 하원로19번길 44(하원동),,2,,,,,,33.2578268,126.4579449,2017-12-15
"제주카사블랑카",민박,내국인+외국인,,제주특별자치도 서귀포시 학수암로 111(호근동),제주특별자치도 서귀포시 학수암로 111(호근동),,7,,,,,,33.2704911,126.5281300,2017-12-15
"쉼터",민박,내국인+외국인,,제주특별자치도 서귀포시 태평로205번길 86-10(호근동),제주특별자치도 서귀포시 태평로205번길 86-10(호근동),,3,,,,,,33.2501512,126.5406931,2017-12-15
"블란디야펜션",민박,내국인+외국인,,제주특별자치도 서귀포시 법환로 15(법환동),제주특별자치도 서귀포시 법환로 15(법환동),,5,,,,,,33.2366458,126.5137243,2017-12-15
"볼몽길하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 보목포로215번길 81(보목동),제주특별자치도 서귀포시 보목포로215번길 81(보목동),,3,,,,,,33.2429198,126.6106261,2017-12-15
"에즈빌리지",민박,내국인+외국인,,제주특별자치도 서귀포시 1100로 273-2. 제2동(대포동),제주특별자치도 서귀포시 1100로 273-2. 제2동(대포동),,2,,,,,,33.2714318,126.4458328,2017-12-15
"쇠소깍민박",민박,내국인+외국인,,제주특별자치도 서귀포시 신효로25번길 10-1(신효동),제주특별자치도 서귀포시 신효로25번길 10-1(신효동),,2,,,,,,33.2633693,126.6127352,2017-12-15
Solpa house,민박,내국인+외국인,,제주특별자치도 서귀포시 우남로 12-1(상예동),제주특별자치도 서귀포시 우남로 12-1(상예동),,2,,,,,,33.2654974,126.3920435,2017-12-15
"강정2442 꽃피우다",민박,내국인+외국인,,제주특별자치도 서귀포시 선반로65번길 66(강정동),제주특별자치도 서귀포시 선반로65번길 66(강정동),,5,,,,,,33.2371345,126.4933839,2017-12-15
"제주도푸른밤게스트하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 태평로 110(호근동),제주특별자치도 서귀포시 태평로 110(호근동),,2,,,,,,33.2435651,126.5342639,2017-12-15
"나인빌",민박,내국인+외국인,,제주특별자치도 서귀포시 솔동산로 26-7(서귀동),제주특별자치도 서귀포시 솔동산로 26-7(서귀동),,3,,,,,,33.2425854,126.563116,2017-12-15
"월평재",민박,내국인+외국인,,제주특별자치도 서귀포시 월평로12번길 16(월평동),제주특별자치도 서귀포시 월평로12번길 16(월평동),,5,,,,,,33.244301,126.4579393,2017-12-15
"바람소리",민박,내국인+외국인,,제주특별자치도 서귀포시 하원북로 80(하원동),제주특별자치도 서귀포시 하원북로 80(하원동),,4,,,,,,33.2697013,126.4622922,2017-12-15
"토랑토랑",민박,내국인+외국인,,제주특별자치도 서귀포시 중산간서로 261-12(강정동),제주특별자치도 서귀포시 중산간서로 261-12(강정동),,2,,,,,,33.2602012,126.4835022,2017-12-15
"제주해나루",민박,내국인+외국인,,제주특별자치도 서귀포시 신서로98번길 19-1(강정동),제주특별자치도 서귀포시 신서로98번길 19-1(강정동),,4,,,,,,33.2588895,126.5059865,2017-12-15
"제주다이브",민박,내국인+외국인,,제주특별자치도 서귀포시 월드컵로 84(강정동),제주특별자치도 서귀포시 월드컵로 84(강정동),,4,,,,,,33.2421749,126.5049592,2017-12-15
"구름위에산장",민박,내국인+외국인,,제주특별자치도 서귀포시 서홍로 246-22(서홍동),제주특별자치도 서귀포시 서홍로 246-22(서홍동),,4,,,,,,33.2710484,126.5458021,2017-12-15
"달집by신대장",민박,내국인+외국인,,제주특별자치도 서귀포시 호근로 84(호근동),제주특별자치도 서귀포시 호근로 84(호근동),,1,,,,,,33.2586643,126.5261091,2017-12-15
"야구인마을",민박,내국인+외국인,,제주특별자치도 서귀포시 색달중앙로252번길 49. D동 101호(색달동),제주특별자치도 서귀포시 색달중앙로252번길 49. D동 101호(색달동),,1,,,,,,33.2809541,126.4152804,2017-12-15
"청산민박",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 일출로 277-14,제주특별자치도 서귀포시 성산읍 일출로 277-14,,3,,,,,,33.462905,126.9343266,2017-12-15
"전망 좋은 집",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 일출로 248,제주특별자치도 서귀포시 성산읍 일출로 248,,7,,,,,,33.4606616,126.9325264,2017-12-15
"볕들이",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 일출로 284-4,제주특별자치도 서귀포시 성산읍 일출로 284-4,,5,,,,,,33.4627122,126.9351852,2017-12-15
"푸른 제주",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 한도로 256,제주특별자치도 서귀포시 성산읍 한도로 256,,7,,,,,,33.4658976,126.9345492,2017-12-15
"일출바다소리",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 환해장성로 93,제주특별자치도 서귀포시 성산읍 환해장성로 93,,4,,,,,,33.3807019,126.8808372,2017-12-15
"바닷가 민박",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 일출로288번길 17,제주특별자치도 서귀포시 성산읍 일출로288번길 17,,4,,,,,,33.4647124,126.9358557,2017-12-15
"해돋이 민박",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 한도로 266,제주특별자치도 서귀포시 성산읍 한도로 266,,4,,,,,,33.4654477,126.9356025,2017-12-15
"토마토 하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 성산등용로 96-7,제주특별자치도 서귀포시 성산읍 성산등용로 96-7,,7,,,,,,33.4698532,126.9305924,2017-12-15
"일조 민박",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 성산중앙로 60,제주특별자치도 서귀포시 성산읍 성산중앙로 60,,3,,,,,,33.4646024,126.9349158,2017-12-15
"기와 집",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 신풍하동로 13,제주특별자치도 서귀포시 성산읍 신풍하동로 13,,3,,,,,,33.361898,126.8379099,2017-12-15
"갈대와 들꽃의 노래",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 금백조로131번길 167,제주특별자치도 서귀포시 성산읍 금백조로131번길 167,,1,,,,,,33.430576,126.8450775,2017-12-15
"고향민박",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 일출로 255번길 11,제주특별자치도 서귀포시 성산읍 일출로 255번길 11,,2,,,,,,33.4622148,126.9331281,2017-12-15
"우리 민박",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 성산중앙로 59-2,제주특별자치도 서귀포시 성산읍 성산중앙로 59-2,,2,,,,,,33.4648425,126.9347407,2017-12-15
"화성민박",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 서성일로 818-48,제주특별자치도 서귀포시 성산읍 서성일로 818-48,,4,,,,,,33.4362355,126.8721195,2017-12-15
"제주애",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 일주동로 5047,제주특별자치도 서귀포시 성산읍 일주동로 5047,,3,,,,,,33.3851735,126.8801726,2017-12-15
"일출언덕신산게스트하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 환해장성로121번길 21,제주특별자치도 서귀포시 성산읍 환해장성로121번길 21,,3,,,,,,33.384286,126.8799433,2017-12-15
"오정개민박",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 일출로288번길 21,제주특별자치도 서귀포시 성산읍 일출로288번길 21,,2,,,,,,33.4650742,126.9358900,2017-12-15
"지우네",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 삼달하동로32번길 4,제주특별자치도 서귀포시 성산읍 삼달하동로32번길 4,,3,,,,,,33.3669218,126.8709323,2017-12-15
"성산포 바다향",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 성산등용로 100-4,제주특별자치도 서귀포시 성산읍 성산등용로 100-4,,5,,,,,,33.470033,126.930631,2017-12-15
"올레민박",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 온평포구로 63,제주특별자치도 서귀포시 성산읍 온평포구로 63,,5,,,,,,33.4025335,126.9025826,2017-12-15
"강태여할망민박",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 시흥상동로 74,제주특별자치도 서귀포시 성산읍 시흥상동로 74,,2,,,,,,33.4756559,126.8975324,2017-12-15
"해비치게스트하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 한도로 213,제주특별자치도 서귀포시 성산읍 한도로 213,,4,,,,,,33.4679172,126.9306689,2017-12-15
"아리게스트하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 안덕면 사계로114번길 54-93,제주특별자치도 서귀포시 안덕면 사계로114번길 54-93,,4,,,,,,33.2361794,126.3063168,2017-12-15
"플레이스",민박,내국인+외국인,,제주특별자치도 서귀포시 안덕면 화순문화로 17-28,제주특별자치도 서귀포시 안덕면 화순문화로 17-28,,2,,,,,,33.252623,126.3239356,2017-12-15
"글라라의집",민박,내국인+외국인,,제주특별자치도 서귀포시 안덕면 사계남로 211,제주특별자치도 서귀포시 안덕면 사계남로 211,,3,,,,,,33.2320957,126.3087019,2017-12-15
JOYUAM(조유암),민박,내국인+외국인,,제주특별자치도 서귀포시 안덕면 난드르로 21번길 25번건물,제주특별자치도 서귀포시 안덕면 난드르로 21번길 25번건물,,5,,,,,,33.2338299,126.3669024,2017-12-15
"제이민박1",민박,내국인+외국인,,제주특별자치도 서귀포시 안덕면 화순서서로 64번길20,제주특별자치도 서귀포시 안덕면 화순서서로 64번길20,,7,,,,,,33.2550228,126.3293571,2017-12-15
"제이민박2",민박,내국인+외국인,,제주특별자치도 서귀포시 안덕면 화순서서로64번길22,제주특별자치도 서귀포시 안덕면 화순서서로64번길22,,4,,,,,,33.255003,126.331502,2017-12-15
"힐링빌",민박,내국인+외국인,,제주특별자치도 서귀포시 안덕면 사계북로 41번길192 1층,제주특별자치도 서귀포시 안덕면 사계북로 41번길192 1층,,3,,,,,,33.2481936,126.2989561,2017-12-15
"고래수",민박,내국인+외국인,,제주특별자치도 서귀포시 안덕면 대평로 44,제주특별자치도 서귀포시 안덕면 대평로 44,,6,,,,,,33.237793,126.360945,2017-12-15
"파찌야",민박,내국인+외국인,,제주특별자치도 서귀포시 안덕면 사계중앙로 3번길63-8,제주특별자치도 서귀포시 안덕면 사계중앙로 3번길63-8,,4,,,,,,33.22924356,126.30315143,2017-12-15
"등대민박",민박,내국인+외국인,,제주특별자치도 서귀포시 안덕면 사계남로 119-7,제주특별자치도 서귀포시 안덕면 사계남로 119-7,,4,,,,,,33.228484,126.3032072,2017-12-15
"자홍원",민박,내국인+외국인,,제주특별자치도 서귀포시 안덕면 화순로 125,제주특별자치도 서귀포시 안덕면 화순로 125,,6,,,,,,33.246046,126.3329674,2017-12-15
"배하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 안덕면 중산간서로 2019-77,제주특별자치도 서귀포시 안덕면 중산간서로 2019-77,,1,,,,,,33.2840566,126.3133553,2017-12-15
"노고로기",민박,내국인+외국인,,제주특별자치도 서귀포시 안덕면 대평로 12-5,제주특별자치도 서귀포시 안덕면 대평로 12-5,,3,,,,,,33.2361331,126.3636771,2017-12-15
"프랭크토마스",민박,내국인+외국인,,제주특별자치도 서귀포시 안덕면 평화로 654,제주특별자치도 서귀포시 안덕면 평화로 654,,5,,,,,,33.2914594,126.3258566,2017-12-15
"제주아올",민박,내국인+외국인,,제주특별자치도 서귀포시 안덕면 산방로 334,제주특별자치도 서귀포시 안덕면 산방로 334,,2,,,,,,33.2386241,126.3146142,2017-12-15
"제주키즈펜션 개구리펜션",민박,내국인+외국인,,제주특별자치도 서귀포시 안덕면 사계로114번길 68-9,제주특별자치도 서귀포시 안덕면 사계로114번길 68-9,,1,,,,,,33.244491,126.3067594,2017-12-15
"올레하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 안덕면 사계북로41번길 192,제주특별자치도 서귀포시 안덕면 사계북로41번길 192,,3,,,,,,33.2797276,125.7131981,2017-12-15
"달콤한소금만들기",민박,내국인+외국인,,제주특별자치도 서귀포시 안덕면 사계로 100,제주특별자치도 서귀포시 안덕면 사계로 100,,3,,,,,,33.2393511,126.2999471,2017-12-15
"산방산온천게스트하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 안덕면 사계북로41번길 188-15,제주특별자치도 서귀포시 안덕면 사계북로41번길 188-15,,7,,,,,,33.2490218,126.2969357,2017-12-15
"대평별장",민박,내국인+외국인,,제주특별자치도 서귀포시 안덕면 난드르로 90-8,제주특별자치도 서귀포시 안덕면 난드르로 90-8,,2,,,,,,33.2371336,126.3605393,2017-12-15
"뉴 제주",민박,내국인+외국인,,제주특별자치도 서귀포시 안덕면 대평감산로 162-36,제주특별자치도 서귀포시 안덕면 대평감산로 162-36,,5,,,,,,33.2466752,126.3630189,2017-12-15
"아올",민박,내국인+외국인,,제주특별자치도 서귀포시 안덕면 사계남로56번길 11-5,제주특별자치도 서귀포시 안덕면 사계남로56번길 11-5,,1,,,,,,33.2257623,126.2943571,2017-12-15
"자연속으로",민박,내국인+외국인,,제주특별자치도 서귀포시 서홍로358번길 27-18 (서홍동),제주특별자치도 서귀포시 서홍로358번길 27-18 (서홍동),,1,,,,,,33.2805336,126.5448678,2017-12-15
"바당동네민박",민박,내국인+외국인,,제주특별자치도 서귀포시 막숙포로40번길 8-4 (법환동),제주특별자치도 서귀포시 막숙포로40번길 8-4 (법환동),,4,,,,,,33.2383881,126.5145864,2017-12-15
"스머프 하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 천제연로 127-1 (중문동),제주특별자치도 서귀포시 천제연로 127-1 (중문동),,5,,,,,,33.254265,126.4192092,2017-12-15
"숨비소리",민박,내국인+외국인,,제주특별자치도 서귀포시 말질로 270(강정동),제주특별자치도 서귀포시 말질로 270(강정동),,3,,,,,,33.2290194,126.4758919,2017-12-15
"작은숲속",민박,내국인+외국인,,제주특별자치도 서귀포시 말질로 20. A동 (도순동),제주특별자치도 서귀포시 말질로 20. A동 (도순동),,5,,,,,,33.2492528,126.4752298,2017-12-15
"비치힐",민박,내국인+외국인,,제주특별자치도 서귀포시 중문로 73 (중문동),제주특별자치도 서귀포시 중문로 73 (중문동),,3,,,,,,33.257787,126.4264945,2017-12-15
"홈스위트홈",민박,내국인+외국인,,제주특별자치도 서귀포시 중문관광로 287-10 (중문동),제주특별자치도 서귀포시 중문관광로 287-10 (중문동),,5,,,,,,33.2468583,126.4290091,2017-12-15
"다보민박",민박,내국인+외국인,,제주특별자치도 서귀포시 보목로 9 (보목동),제주특별자치도 서귀포시 보목로 9 (보목동),,3,,,,,,33.2422835,126.5986874,2017-12-15
"자유도시",민박,내국인+외국인,,제주특별자치도 서귀포시 색달로64번길 71 (색달동),제주특별자치도 서귀포시 색달로64번길 71 (색달동),,7,,,,,,33.2615448,126.4143604,2017-12-15
